"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"6379/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"5";"2";;"Rua Dr. Emilio Peres, 74 6º cen/dir";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6373/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"2";"3";"0";;"Rua Dr. Emilio Peres, 74 2º  direito";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6371/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"5";"2";;"Rua Dr. Emilio Peres, 74 5º direito";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6370/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"5";"2";;"Rua Dr. Emilio Peres, 74 5º frente";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6369/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"2";"2";"0";;"Rua Dr. Emilio Peres, 74 3º cen/esq";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6367/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"3";"2";;"Rua Dr. Emilio Peres, 74 7º cen/esq";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6364/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"3";"2";;"Rua Dr. Emilio Peres, 74 7º frente";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6363/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"5";"2";;"Rua Dr. Emilio Peres, 74 3º frente";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6362/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"5";"2";;"Rua Dr. Emilio Peres, 74 4º direito";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6360/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"5";"2";;"Rua Dr. Emilio Peres, 74 3º  cen/dir";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6359/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"3";"5";"2";;"Rua Dr. Emilio Peres, 74 2º esq";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6358/AL";"2011-07-07";"Serviced Apartments - Boavista Palace";"S";"2011-07-07";"Apartamento";"2";"2";"1";;"Rua Dr. Emilio Peres, 74 1º AQ";"4050-653";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Goldencrest - Investimentos Imobiliários, S.A.";"Arrendatário";"506347095";"Pessoa coletiva";"Portugal";"225076060";;;"Sim"
"6335/AL";"2011-11-30";"Residencial Portuguesa";"N";"2011-11-30";"Estabelecimento de hospedagem";"0";"0";"25";;"Travessa Coronel Pacheco, 11";"4050-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Miranda Ramos & Santos, Lda.";"Arrendatário";"500758751";"Pessoa coletiva";"Portugal";"222004174";;;"Não"
"6184/AL";"2011-10-26";"Casa do Pinheiro-Self-Catering Apartments";"N";"2018-03-29";"Apartamento";"2";"4";"1";;"Rua Pinheiro, 71 1º 2º";"4050-484";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6068/AL";"2011-08-19";"Manor House Porto 1ºandar";"N";"2011-08-19";"Apartamento";"3";"5";"3";;"Rua Dom Hugo, 41 1º  direito";"4050-305";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Melo & Poinsard, LDA";"Cessionário";"515118117";"Pessoa coletiva";"Portugal";;;"963514401";"Não"
"6044/AL";"2011-06-30";"Guest House Estrela";"N";"2011-06-30";"Estabelecimento de hospedagem";"14";"25";"12";;"Rua Ferreira Cardoso, 24";"4300-197";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Perola da Noite - Residencial, L.da";"Arrendatário";"508541697";"Pessoa coletiva";"Portugal";"225370644";;"962909911";"Sim"
"6037/AL";"2011-08-10";"Portosense ";"N";"2011-08-10";"Apartamento";"0";"0";"0";;"Rua Mercadores, 3";"4050-375";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"5929/AL";"2011-12-05";"Shining View";"N";"2012-06-30";"Estabelecimento de hospedagem";"18";"26";"8";;"Rua Taipas, 11";"4050-599";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"5880/AL";"2011-03-04";"Casa hospedes Miguel Bombarda";"N";"2011-03-04";"Estabelecimento de hospedagem";"0";"0";"7";;"Rua Miguel Bombarda, 76";"4050-377";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"5878/AL";"2011-03-03";"Joaquim Araujo & Angelina, L.da";"N";"2011-03-03";"Estabelecimento de hospedagem";"0";"0";"7";;"Rua Conceição, 69";"4050-215";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Joaquim Araujo & Angelina, L.da";"Arrendatário";"505863120";"Pessoa coletiva";"Portugal";"223703120";"223744923";;"Não"
"5776/AL";"2011-01-25";"Rui Ferreira";"N";"2011-01-25";"Estabelecimento de hospedagem";"8";"12";"8";;"Travessa Travessa Almas, 11/15";"4000-068";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56604/AL";"2011-01-21";"Almada";"N";"2011-01-21";"Estabelecimento de hospedagem";"10";"10";"5";;"Rua Rua Almada, 338";"4050-033";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"5599/AL";"2011-10-14";"Oporto Tourist Apartments - São Domingos";"S";"2011-10-14";"Moradia";"19";"19";"7";;"Largo São Domingos, 86";"4050-545";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CP 71 - Oporto Tourist Apartments, Lda";"Arrendatário";"508850363";"Pessoa coletiva";"Portugal";;"220932428";"969018688";"Sim"
"17077/AL";"2011-02-07";"Cosme Guesthouse";"N";"2011-02-07";"Moradia";"17";"20";"6";;"Rua Barão de São Cosme, 67";"4000-502";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Justsongs, L.da";"Proprietário";"514563176";"Pessoa coletiva";"Portugal";"224044735";;"963020440";"Não"
"15187/AL";"2011-05-09";"Oporto Fado Hostel";"N";"2011-05-09";"Apartamento";"0";"0";"0";;"Rua Álvares Cabral, 14 1º ";"4050-040";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Charme da Lezíria, Unipessoal, L.da";"Cessionário";"509231934";"Pessoa coletiva";"Portugal";"222057994";"222057994";;"Não"
"12275/AL";"2011-04-06";"Residencial D.Duarte I";"N";"2011-04-06";"Estabelecimento de hospedagem";"0";"0";"0";;"Avenida Rodrigues de Freitas, 89";"4000-420";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Teixeira & Almeida, Residencial D. Duarte I, Lda";"Arrendatário";"504002902";"Pessoa coletiva";"Portugal";;;;"Não"
"11234/AL";"2011-10-24";"Apartamento Rua das Taipas";"N";"2011-10-24";"Apartamento";"0";"0";"0";;"Rua Taipas, 12 1º";"4050-597";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"103227/AL";"2011-07-01";"Mirandesa Guesthouse";"N";"1987-07-01";"Estabelecimento de hospedagem";"24";"24";"12";;"Rua Rua Duque Saldanha, 512";"4300-462";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Pensão Mirandesa, Lda";"Outro";"501490850";"Pessoa coletiva";"Portugal";;;"916901119";"Sim"
